TRGID,UPC,Title,ProgramName,MasterProgramName,CategoryName,Manufacturer,LocationNotListable,ProductStatus,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Classification_PHYSICAL CONDITION,Classification_CONDITION,Classification_TECHNICAL FUNCTIONALITY,PalletLocationID,RTVType,Tag_NotListedReason,Tag_VenueExclusivity,Serialized,FirstStoredOnListableLocationOn
TRG00501,00100000501,Item 501 Tablets,BRTON-WM-FOO,Walmart Computer Parts (Finished),Tablets,HP,FALSE,Active,$162.56,$72.03,Very Good,B,Functional,,,,,N,2026-08-19
TRG00502,00100000502,Item 502 Computers,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Sony,TRUE,Active,$237.69,$57.58,Fair,B,Functional,,,,,N,2026-08-29
TRG00503,00100000503,Item 503 Accessories,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Accessories,Sony,FALSE,Active,$252.69,$164.78,Fair,C,Functional,,Research,,,N,2026-09-12
TRG00504,00100000504,Item 504 Headphones,PHXAZ-RETURNS,Walmart Monitors (Finished),Headphones,Lenovo,FALSE,Active,$148.19,$63.55,Very Good,A,Functional,PAL-14,,,,Y,2026-08-22
TRG00505,00100000505,Item 505 Monitors,WFS-OVERFLOW,Open Box Returns,Monitors,Dell,FALSE,Active,$225.26,$256.96,Very Good,A,Functional,,Non RTV,,,N,2026-09-09
TRG00506,00100000506,Item 506 Accessories,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Accessories,Sony,FALSE,Active,$105.34,$187.05,Very Good,A,Functional,PAL-74,Non RTV,,,Y,2026-09-11
TRG00507,00100000507,Item 507 Accessories,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,FALSE,Active,$211.43,$225.30,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-06
TRG00508,00100000508,Item 508 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Sony,FALSE,Active,$45.66,$211.76,Damaged,A,Functional,PAL-75,Non RTV,,,N,2026-08-25
TRG00509,00100000509,Item 509 Accessories,WFS-OVERFLOW,Walmart Monitors (Finished),Accessories,HP,FALSE,Active,$183.24,$136.35,Fair,A,Functional,,Non RTV,,,N,2026-08-18
TRG00510,00100000510,Item 510 Headphones,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,HP,FALSE,Active,$163.92,$76.14,Damaged,B,Functional,,Research,,,Y,2026-09-10
TRG00510,00100000510,Item 510 duplicate last,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,Dell,FALSE,Active,$163.92,$76.14,Damaged,B,Functional,,Research,,,N,2026-09-10
TRG00511,00100000511,Item 511 Headphones,BRTON-WM-FOO,Specialty,Headphones,Dell,FALSE,Active,$158.62,$81.67,Good,B,Functional,PAL-59,,,,Y,2026-09-10
TRG00512,00100000512,Item 512 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,Lenovo,TRUE,Active,$186.14,$245.35,Very Good,B,Functional,,,,,N,2026-09-09
TRG00513,00100000513,Item 513 Monitors,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Monitors,Lenovo,FALSE,Active,$133.44,$54.23,Damaged,C,Functional,,RTV Liquidate,,,N,2026-09-05
TRG00514,00100000514,Item 514 Accessories,WFS-OVERFLOW,Walmart Computer Parts (Finished),Accessories,Dell,FALSE,Active,$79.07,$117.22,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-23
TRG00515,00100000515,Item 515 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Sony,FALSE,Active,$167.02,$149.79,Fair,B,Functional,,Non RTV,,,Y,2026-09-01
TRG00516,00100000516,Item 516 Computers,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Sony,FALSE,Active,$223.65,$38.42,Damaged,B,Functional,,Non RTV,,,N,2026-08-14
TRG00517,00100000517,Item 517 Tablets,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Dell,FALSE,Active,$193.93,$50.23,Damaged,C,Functional,PAL-42,RTV Liquidate,,,N,2026-08-16
TRG00518,00100000518,Item 518 Computers,BRTON-LENOVO-DC-400,Walmart Computers Parts (Finished),Computers,Dell,FALSE,Active,$240.72,$215.24,Good,B,Functional,,RTV Liquidate,,,Y,2026-09-15
TRG00519,00100000519,Item 519 Headphones,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,Sony,FALSE,Active,$167.52,$149.24,Good,A,Functional,,Non RTV,,,N,2026-08-28
TRG00520,00100000520,Item 520 Computers,BRTON-WM-BAR,Walmart Computer Parts (Finished),Computers,Sony,FALSE,Active,$136.41,$36.64,Very Good,B,Functional,,RTV Approved,,,N,2026-08-20
TRG00521,00100000521,Item 521 TVs,DALLX-HEADPHONES,Open Box Returns,TVs,Dell,FALSE,Active,$198.30,$239.77,Fair,B,Functional,,RTV,,,N,2026-08-12
TRG00522,00100000522,Item 522 Headphones,BRTON-WM-FOO,Specialty,Headphones,Lenovo,FALSE,Active,$142.19,$208.85,Fair,A,Functional,,Non RTV,,,N,2026-08-20
TRG00523,00100000523,Item 523 TVs,BRTON-WM-FOO,Walmart Computers Parts (Finished),TVs,HP,FALSE,Active,$141.16,$164.97,Damaged,C,Functional,,RTV Liquidate,,,Y,2026-08-07
TRG00524,00100000524,Item 524 Headphones,MILON-WM-DOTCA-RTV,Warehouse Direct,Headphones,Lenovo,FALSE,Active,$223.50,$231.30,Fair,A,Functional,PAL-34,RTV Liquidate,,,N,2026-08-09
TRG00525,00100000525,Item 525 Tablets,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Dell,FALSE,Active,$118.21,$203.42,Good,A,Functional,PAL-22,Non RTV,,,N,2026-09-01
TRG00526,00100000526,Item 526 Computers,DALLX-HEADPHONES,Specialty,Computers,Sony,TRUE,Active,$113.61,$224.98,Good,B,Functional,PAL-24,RTV Liquidate,,,N,2026-09-12
TRG00527,00100000527,Item 527 Headphones,MIAFL-HEAD-OFFICE,Specialty,Headphones,Lenovo,FALSE,Active,$95.26,$65.99,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-12
TRG00527,00100000527,Item 527 duplicate last,MIAFL-HEAD-OFFICE,Specialty,Headphones,Dell,FALSE,Active,$95.26,$65.99,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-12
TRG00528,00100000528,Item 528 TVs,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,FALSE,Active,$115.17,$246.07,Very Good,A,Functional,,Research,,,N,2026-09-07
TRG00529,00100000529,Item 529 TVs,DALLX-HEADPHONES,Warehouse Direct,TVs,HP,FALSE,Active,$188.62,$43.70,Fair,C,Functional,PAL-65,,,,N,2026-08-29
TRG00530,00100000530,Item 530 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Samsung,FALSE,Active,$122.37,$139.68,Very Good,B,Functional,,,,,Y,2026-08-25
TRG00531,00100000531,Item 531 Monitors,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,FALSE,Active,$126.18,$181.73,Good,A,Functional,,,,,N,2026-08-08
TRG00532,00100000532,Item 532 TVs,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Sony,FALSE,Active,$160.29,$59.72,Good,A,Functional,,Non RTV,,,Y,2026-08-14
TRG00533,00100000533,Item 533 Headphones,DS-MONTERREY,Warehouse Direct,Headphones,Dell,FALSE,Active,$111.09,$107.43,Good,B,Functional,,RTV Liquidate,,,N,2026-08-10
TRG00534,00100000534,Item 534 TVs,WFS-OVERFLOW,Warehouse Direct,TVs,Dell,FALSE,Active,$51.39,$197.96,Fair,A,Functional,PAL-29,,,,N,2026-09-05
TRG00535,00100000535,Item 535 Accessories,DALLX-HEADPHONES,Walmart Monitors (Finished),Accessories,Dell,FALSE,Active,$157.87,$97.70,Good,A,Functional,,Return to Stock,,,N,2026-09-01
TRG00536,00100000536,Item 536 Tablets,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Tablets,HP,FALSE,Active,$211.78,$32.99,Very Good,A,Functional,,Non RTV,,,N,2026-08-14
TRG00537,00100000537,Item 537 Monitors,MILON-WM-DOTCA-RTV,Warehouse Direct,Monitors,Samsung,FALSE,Active,$242.25,$256.89,Fair,C,Functional,PAL-22,Non RTV,,,N,2026-08-14
TRG00538,00100000538,Item 538 TVs,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),TVs,Sony,FALSE,Active,$125.02,$138.00,Fair,C,Functional,,,,,N,2026-09-13
TRG00539,00100000539,Item 539 Tablets,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Tablets,Sony,FALSE,Active,$161.40,$143.25,Very Good,B,Functional,,Research,,,N,2026-09-05
TRG00540,00100000540,Item 540 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,Lenovo,FALSE,Active,$189.03,$143.45,Good,C,Functional,,Non RTV,,,N,2026-08-07
TRG00541,00100000541,Item 541 Monitors,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Monitors,Dell,FALSE,Active,$58.11,$251.23,Good,B,Functional,,Non RTV,,,N,2026-08-27
TRG00542,00100000542,Item 542 Tablets,WFS-OVERFLOW,Walmart Monitors (Finished),Tablets,Lenovo,FALSE,Active,$172.40,$224.86,Very Good,C,Functional,PAL-5,RTV Approved,,,N,2026-08-13
TRG00543,00100000543,Item 543 Accessories,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Accessories,Lenovo,TRUE,Active,$240.17,$144.21,Fair,A,Functional,,Return to Stock,,,Y,2026-08-20
TRG00544,00100000544,Item 544 Tablets,PHXAZ-RETURNS,Warehouse Direct,Tablets,Dell,FALSE,Active,$72.82,$158.03,Very Good,C,Functional,,,,,Y,2026-09-05
TRG00544,00100000544,Item 544 duplicate last,PHXAZ-RETURNS,Warehouse Direct,Tablets,Dell,FALSE,Active,$72.82,$158.03,Very Good,C,Functional,,,,,N,2026-09-05
TRG00545,00100000545,Item 545 Monitors,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,FALSE,Active,$60.03,$167.32,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-16
TRG00546,00100000546,Item 546 Computers,PHXAZ-RETURNS,Walmart Monitors (Finished),Computers,Sony,FALSE,Active,$90.13,$137.68,Fair,C,Functional,,Research,,,Y,2026-09-09
TRG00547,00100000547,Item 547 Accessories,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,FALSE,Active,$138.36,$156.16,Good,A,Functional,PAL-68,Return to Stock,,,N,2026-08-25
TRG00548,00100000548,Item 548 Tablets,BRTON-WM-BAR,Walmart Computers Parts (Finished),Tablets,Samsung,FALSE,Active,$186.63,$79.19,Very Good,B,Functional,,RTV,,,N,2026-08-09
TRG00549,00100000549,Item 549 Headphones,PHXAZ-RETURNS,Open Box Returns,Headphones,Lenovo,FALSE,Active,$182.53,$256.86,Very Good,A,Functional,,Non RTV,,,N,2026-09-03
TRG00550,00100000550,Item 550 Computers,MIAFL-HEAD-OFFICE,Warehouse Direct,Computers,Lenovo,TRUE,Active,$63.90,$156.22,Fair,C,Functional,,,,,N,2026-08-06
TRG00551,00100000551,Item 551 Accessories,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Accessories,Lenovo,FALSE,Active,$120.89,$155.86,Very Good,B,Functional,PAL-80,Research,,,Y,2026-08-29
TRG00552,00100000552,Item 552 Computers,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Lenovo,FALSE,Active,$185.31,$259.55,Very Good,A,Functional,PAL-36,RTV Liquidate,,,N,2026-09-05
TRG00553,00100000553,Item 553 Monitors,BRTON-WM-BAR,Warehouse Direct,Monitors,Dell,FALSE,Active,$41.35,$243.58,Very Good,B,Functional,PAL-19,,,,Y,2026-08-08
TRG00554,00100000554,Item 554 Monitors,MIAFL-HEAD-OFFICE,Open Box Returns,Monitors,Lenovo,FALSE,Active,$139.03,$226.07,Fair,B,Functional,,Non RTV,,,N,2026-08-15
TRG00555,00100000555,Item 555 TVs,BRTON-LENOVO-DC-400,Walmart Computer Parts (Finished),TVs,Samsung,FALSE,Active,$134.94,$84.69,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-22
TRG00556,00100000556,Item 556 Tablets,PHXAZ-RETURNS,Warehouse Direct,Tablets,Sony,FALSE,Active,$144.46,$62.03,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-10
TRG00557,00100000557,Item 557 Tablets,BRTON-WM-BAR,Walmart Computers Parts (Finished),Tablets,HP,TRUE,Active,$43.58,$112.51,Very Good,C,Functional,,,,,N,2026-09-14
TRG00558,00100000558,Item 558 TVs,WFS-OVERFLOW,Specialty,TVs,Lenovo,FALSE,Active,$121.20,$188.19,Fair,A,Functional,,Non RTV,,,Y,2026-09-14
TRG00559,00100000559,Item 559 Tablets,WFS-OVERFLOW,Specialty,Tablets,Samsung,FALSE,Active,$234.53,$146.34,Good,B,Functional,,Non RTV,,,N,2026-09-08
TRG00560,00100000560,Item 560 Tablets,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Lenovo,FALSE,Active,$115.49,$234.41,Damaged,C,Functional,PAL-80,RTV Liquidate,,,N,2026-09-15
TRG00561,00100000561,Item 561 Computers,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Computers,Lenovo,FALSE,Active,$42.15,$151.35,Damaged,B,Functional,,,,,N,2026-08-25
TRG00561,00100000561,Item 561 duplicate last,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Computers,Dell,FALSE,Active,$42.15,$151.35,Damaged,B,Functional,,,,,N,2026-08-25
TRG00562,00100000562,Item 562 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Sony,FALSE,Active,$133.09,$256.21,Good,C,Functional,PAL-69,Non RTV,,,N,2026-09-07
TRG00563,00100000563,Item 563 Computers,MILON-WM-DOTCA-RTV,Warehouse Direct,Computers,Lenovo,FALSE,Active,$203.04,$99.87,Good,A,Functional,,Non RTV,,,N,2026-09-12
TRG00564,00100000564,Item 564 Monitors,MILON-WM-DOTCA-RTV,Open Box Returns,Monitors,Sony,FALSE,Active,$158.75,$121.73,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-16
TRG00565,00100000565,Item 565 TVs,MILON-WM-DOTCA-RTV,Warehouse Direct,TVs,Samsung,FALSE,Active,$207.48,$44.76,Damaged,C,Functional,,,,,N,2026-08-24
TRG00566,00100000566,Item 566 Accessories,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Accessories,Samsung,FALSE,Active,$211.74,$245.74,Very Good,A,Functional,,RTV,,,N,2026-09-13
TRG00567,00100000567,Item 567 TVs,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),TVs,Dell,FALSE,Active,$179.49,$233.91,Fair,B,Functional,,Non RTV,,,N,2026-08-11
TRG00568,00100000568,Item 568 TVs,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Lenovo,FALSE,Active,$194.13,$45.54,Damaged,A,Functional,,Non RTV,,,N,2026-08-09
TRG00569,00100000569,Item 569 Computers,PHXAZ-RETURNS,Warehouse Direct,Computers,Dell,FALSE,Active,$166.60,$151.90,Fair,B,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00570,00100000570,Item 570 Computers,DALLX-HEADPHONES,Specialty,Computers,Dell,FALSE,Active,$159.64,$70.71,Good,A,Functional,,,,,N,2026-08-14
TRG00571,00100000571,Item 571 Computers,BRTON-WM-FOO,Walmart Monitors (Finished),Computers,Dell,FALSE,Active,$106.63,$64.15,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-22
TRG00572,00100000572,Item 572 Computers,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Computers,Sony,FALSE,Active,$150.33,$69.26,Fair,B,Functional,PAL-46,Non RTV,,,Y,2026-09-02
TRG00573,00100000573,Item 573 TVs,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,HP,FALSE,Active,$246.95,$70.15,Good,B,Functional,PAL-58,,,,Y,2026-08-19
TRG00574,00100000574,Item 574 Computers,DS-MONTERREY,Open Box Returns,Computers,Samsung,FALSE,Active,$172.23,$225.06,Very Good,A,Functional,,Non RTV,,,N,2026-08-20
TRG00575,00100000575,Item 575 Tablets,WFS-OVERFLOW,Walmart Computers Parts (Finished),Tablets,Sony,FALSE,Active,$206.94,$116.90,Damaged,A,Functional,,Non RTV,,,N,2026-08-25
TRG00576,00100000576,Item 576 Computers,PHXAZ-RETURNS,Specialty,Computers,Lenovo,FALSE,Active,$93.74,$131.58,Fair,C,Functional,,,,,N,2026-09-12
TRG00577,00100000577,Item 577 Computers,BRTON-WM-BAR,Walmart Monitors (Finished),Computers,Sony,FALSE,Active,$47.21,$63.37,Fair,A,Functional,PAL-66,Return to Stock,,,N,2026-08-16
TRG00578,00100000578,Item 578 Accessories,BRTON-WM-FOO,Walmart Computer Parts (Finished),Accessories,HP,FALSE,Active,$239.73,$154.43,Very Good,C,Functional,PAL-27,RTV Liquidate,,,N,2026-09-10
TRG00578,00100000578,Item 578 duplicate last,BRTON-WM-FOO,Walmart Computer Parts (Finished),Accessories,Dell,FALSE,Active,$239.73,$154.43,Very Good,C,Functional,PAL-27,RTV Liquidate,,,N,2026-09-10
TRG00579,00100000579,Item 579 TVs,BRTON-WM-BAR,Open Box Returns,TVs,HP,FALSE,Active,$204.43,$233.20,Fair,A,Functional,,Non RTV,,,N,2026-08-23
TRG00580,00100000580,Item 580 Accessories,WFS-OVERFLOW,Walmart Computers Parts (Finished),Accessories,Lenovo,FALSE,Active,$122.51,$215.77,Fair,B,Functional,,Non RTV,,,Y,2026-08-24
TRG00581,00100000581,Item 581 TVs,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),TVs,Lenovo,FALSE,Active,$148.09,$196.95,Fair,B,Functional,PAL-30,RTV Liquidate,,,Y,2026-08-07
TRG00582,00100000582,Item 582 Monitors,DALLX-HEADPHONES,Specialty,Monitors,Sony,FALSE,Active,$224.98,$261.64,Good,A,Functional,,,,,N,2026-08-11
TRG00583,00100000583,Item 583 Tablets,MILON-WM-DOTCA-RTV,Open Box Returns,Tablets,Lenovo,FALSE,Active,$151.45,$222.49,Very Good,C,Functional,PAL-78,,,,N,2026-08-09
TRG00584,00100000584,Item 584 Accessories,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Accessories,Sony,FALSE,Active,$44.86,$189.58,Very Good,B,Functional,PAL-5,,,,N,2026-08-30
TRG00585,00100000585,Item 585 Monitors,BRTON-WM-BAR,Walmart Computer Parts (Finished),Monitors,HP,FALSE,Active,$109.97,$134.97,Very Good,A,Functional,,,,,N,2026-09-10
TRG00586,00100000586,Item 586 Accessories,BRTON-WM-BAR,Warehouse Direct,Accessories,Sony,FALSE,Active,$49.15,$221.16,Very Good,A,Functional,,Non RTV,,,Y,2026-09-15
TRG00587,00100000587,Item 587 Tablets,DALLX-HEADPHONES,Specialty,Tablets,Samsung,FALSE,Active,$158.10,$147.37,Very Good,B,Functional,,Non RTV,,,N,2026-09-02
TRG00588,00100000588,Item 588 Headphones,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Headphones,Sony,FALSE,Active,$203.94,$96.00,Damaged,C,Functional,PAL-6,Non RTV,,,N,2026-09-01
TRG00589,00100000589,Item 589 Computers,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Sony,FALSE,Active,$109.62,$269.56,Damaged,C,Functional,,,,,N,2026-08-28
TRG00590,00100000590,Item 590 Headphones,WFS-OVERFLOW,Walmart Computers Parts (Finished),Headphones,Dell,FALSE,Active,$168.02,$167.00,Fair,C,Functional,,Non RTV,,,N,2026-08-09
TRG00591,00100000591,Item 591 Computers,BRTON-WM-FOO,Walmart Monitors (Finished),Computers,Dell,FALSE,Active,$69.30,$43.59,Fair,C,Functional,,Non RTV,,,N,2026-08-08
TRG00592,00100000592,Item 592 TVs,BRTON-LENOVO-DC-400,Open Box Returns,TVs,HP,FALSE,Active,$114.63,$81.66,Very Good,A,Functional,PAL-6,,,,N,2026-09-05
TRG00593,00100000593,Item 593 TVs,BRTON-WM-BAR,Warehouse Direct,TVs,Lenovo,FALSE,Active,$240.81,$75.81,Very Good,B,Functional,,,,,N,2026-08-15
TRG00594,00100000594,Item 594 Computers,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Computers,Dell,FALSE,Active,$217.49,$143.98,Good,A,Functional,,Return to Stock,,,Y,2026-09-03
TRG00595,00100000595,Item 595 TVs,BRTON-WM-BAR,Walmart Monitors (Finished),TVs,Sony,FALSE,Active,$141.85,$175.75,Damaged,B,Functional,,Non RTV,,,N,2026-09-12
TRG00595,00100000595,Item 595 duplicate last,BRTON-WM-BAR,Walmart Monitors (Finished),TVs,Dell,FALSE,Active,$141.85,$175.75,Damaged,B,Functional,,Non RTV,,,N,2026-09-12
TRG00596,00100000596,Item 596 Accessories,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Samsung,FALSE,Active,$148.42,$87.96,Damaged,C,Functional,,,,,N,2026-09-02
TRG00597,00100000597,Item 597 Tablets,BRTON-WM-FOO,Walmart Computer Parts (Finished),Tablets,Dell,FALSE,Active,$182.23,$132.83,Fair,B,Functional,PAL-14,RTV Liquidate,,,N,2026-08-20
TRG00598,00100000598,Item 598 Accessories,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,FALSE,Active,$165.59,$144.96,Damaged,B,Functional,,RTV Approved,,,N,2026-09-15
TRG00599,00100000599,Item 599 Computers,WFS-OVERFLOW,Walmart Computer Parts (Finished),Computers,Lenovo,FALSE,Active,$98.82,$48.15,Good,C,Functional,,RTV Liquidate,,,N,2026-09-12
TRG00600,00100000600,Item 600 Computers,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Computers,Sony,FALSE,Active,$72.13,$245.09,Damaged,B,Functional,PAL-69,RTV Liquidate,,,N,2026-08-11
TRG00601,00100000601,Item 601 Accessories,BRTON-WM-BAR,Walmart Computer Parts (Finished),Accessories,Sony,FALSE,Active,$114.42,$262.76,Good,C,Functional,PAL-20,RTV Liquidate,,,Y,2026-08-29
TRG00602,00100000602,Item 602 TVs,BRTON-WM-FOO,Open Box Returns,TVs,Sony,FALSE,Active,$197.89,$50.15,Very Good,B,Functional,,Non RTV,,,N,2026-08-12
TRG00603,00100000603,Item 603 Headphones,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Sony,FALSE,Active,$89.74,$51.83,Good,B,Functional,,Non RTV,,,Y,2026-08-08
TRG00604,00100000604,Item 604 Monitors,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Monitors,Samsung,FALSE,Active,$43.89,$140.95,Damaged,C,Functional,,,,,N,2026-08-12
TRG00605,00100000605,Item 605 TVs,MIAFL-HEAD-OFFICE,Warehouse Direct,TVs,Sony,FALSE,Active,$154.34,$102.04,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-10
TRG00606,00100000606,Item 606 Tablets,DALLX-HEADPHONES,Open Box Returns,Tablets,HP,FALSE,Active,$225.37,$142.58,Fair,A,Functional,,Non RTV,,,N,2026-08-21
TRG00607,00100000607,Item 607 Accessories,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Accessories,Samsung,FALSE,Active,$194.30,$215.13,Good,A,Functional,,RTV Liquidate,,,N,2026-09-08
TRG00608,00100000608,Item 608 TVs,DALLX-HEADPHONES,Warehouse Direct,TVs,HP,FALSE,Active,$163.91,$30.15,Very Good,A,Functional,PAL-66,RTV Liquidate,,,N,2026-08-30
TRG00609,00100000609,Item 609 TVs,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Dell,FALSE,Active,$141.82,$77.03,Good,B,Functional,,Non RTV,,,N,2026-09-06
TRG00610,00100000610,Item 610 Headphones,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Headphones,Samsung,FALSE,Active,$177.72,$142.52,Fair,A,Functional,PAL-79,Non RTV,,,Y,2026-08-14
TRG00611,00100000611,Item 611 Computers,PHXAZ-RETURNS,Specialty,Computers,HP,FALSE,Active,$186.66,$149.80,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00612,00100000612,Item 612 Tablets,PHXAZ-RETURNS,Warehouse Direct,Tablets,Samsung,FALSE,Active,$135.58,$236.03,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00612,00100000612,Item 612 duplicate last,PHXAZ-RETURNS,Warehouse Direct,Tablets,Dell,FALSE,Active,$135.58,$236.03,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00613,00100000613,Item 613 Computers,BRTON-WM-BAR,Walmart Computer Parts (Finished),Computers,Lenovo,FALSE,Active,$152.46,$251.03,Fair,A,Functional,,Non RTV,,,N,2026-09-02
TRG00614,00100000614,Item 614 TVs,WFS-OVERFLOW,Walmart Monitors (Finished),TVs,Sony,FALSE,Active,$101.43,$163.05,Fair,B,Functional,PAL-19,RTV Approved,,,N,2026-08-16
TRG00615,00100000615,Item 615 Headphones,DS-MONTERREY,Walmart Finished Goods Wide Sku (Finished),Headphones,Sony,FALSE,Active,$249.75,$176.71,Very Good,C,Functional,PAL-43,Non RTV,,,N,2026-08-17
TRG00616,00100000616,Item 616 Accessories,MILON-WM-DOTCA-RTV,Warehouse Direct,Accessories,Sony,FALSE,Active,$116.74,$165.52,Very Good,C,Functional,,Non RTV,,,N,2026-08-10
TRG00617,00100000617,Item 617 Accessories,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Accessories,HP,FALSE,Active,$162.65,$92.63,Damaged,C,Functional,,,,,N,2026-08-08
TRG00618,00100000618,Item 618 Computers,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Computers,Lenovo,FALSE,Active,$119.63,$46.21,Good,A,Functional,PAL-70,RTV Liquidate,,,N,2026-09-12
TRG00619,00100000619,Item 619 Headphones,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Sony,FALSE,Active,$257.69,$80.44,Damaged,C,Functional,,RTV Approved,,,Y,2026-08-08
TRG00620,00100000620,Item 620 TVs,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),TVs,Lenovo,FALSE,Active,$215.74,$221.31,Fair,A,Functional,,RTV Approved,,,Y,2026-08-06
TRG00621,00100000621,Item 621 Headphones,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Headphones,HP,FALSE,Active,$195.82,$80.52,Very Good,C,Functional,,Return to Stock,,,N,2026-08-21
TRG00622,00100000622,Item 622 Computers,DALLX-HEADPHONES,Walmart Monitors (Finished),Computers,Lenovo,FALSE,Active,$246.80,$242.16,Damaged,A,Functional,PAL-69,RTV Liquidate,,,N,2026-09-15
TRG00623,00100000623,Item 623 TVs,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,HP,FALSE,Active,$177.32,$242.76,Damaged,A,Functional,,Non RTV,,,N,2026-09-11
TRG00624,00100000624,Item 624 Monitors,BRTON-WM-BAR,Walmart Computers Parts (Finished),Monitors,Samsung,FALSE,Active,$134.57,$112.91,Very Good,C,Functional,,RTV,,,N,2026-09-12
